TransactionID,UserID,TransactionAmount,IP,Location,TransactionStatus,IsFraud,Timestamp
751286cf-1ef5-4aad-9102-ed2c45baff90,5a052f89-4047-4010-8436-c70e17ea3297,122.85,108.79.209.117,New Melanieburgh,success,1,2024-07-26 09:05:03
120f06c9-6eda-42df-9e34-9fe33d54e8d3,9110f09f-4eb3-48cb-90b4-66e24bdac697,220.02,192.172.200.234,Suspicious Location,refunded,1,2024-09-18 08:51:41
e54b17c3-7933-449e-8bdb-92b2402adf15,ab85695c-7250-4076-bfda-be78d2454506,11894.75,31.118.51.104,Port Steven,disputed,1,2024-10-29 07:11:01
d78d5b84-224f-4245-9ace-85ab39312ada,3e32a50e-0b98-42dc-8307-001179a3001c,364.65,36.54.120.82,Suspicious Location,disputed,1,2024-08-30 02:00:03
cdf9ac03-e973-4296-af4d-a4c76bb7a334,0147edb0-b01d-498b-8f83-9f20f8e20433,157.45,86.44.207.248,East Troyfurt,success,0,2024-01-19 14:46:35
87ece7a3-ef81-41f6-aa8b-a58d8afd51d2,73476be2-f546-465b-ae55-c90f3cc0d844,15930.5,116.74.241.192,Port Alexanderfurt,disputed,1,2024-05-06 15:37:04
c34cd2c3-e9c4-4206-9d0a-745fb7c84321,ffd58776-ab3b-4670-b293-0df5198bf999,843.38,1.163.51.147,Suspicious Location,success,1,2024-04-19 01:22:11
c824ba50-f5bd-42e6-822b-90a324f49831,582b5346-e915-4f04-a920-745cdc47a61a,564.11,124.248.236.193,Maryview,disputed,0,2024-10-25 14:54:25
daf3cedb-f4b9-4aa2-b1f7-8d7812af8c01,0af78060-c35f-4705-9990-c7c3119a1c3b,377.0,20.200.239.51,Tylerport,refunded,0,2024-07-03 21:06:03
3138d25e-c2aa-4f54-b6ce-00267c5ceac7,1be939ce-a6d7-4724-83db-47f1d9b333f7,643.74,156.154.108.207,Lake Vanessa,success,0,2024-09-09 03:36:25
c867776f-e7eb-43cc-8ca9-910393556a8c,7c9096d7-86a9-4c6f-b42c-0b4954fb6179,16746.96,188.146.70.120,Suspicious Location,disputed,1,2024-09-03 22:13:50
8ff47cc9-b377-4eec-8c59-088994247f4d,86d48a59-74f8-406e-bddf-edc18ecd69a2,11409.76,114.128.253.114,Suspicious Location,refunded,1,2024-09-30 08:24:17
e39a84bc-2f6e-498f-ad11-59434ace21d5,1151319c-4aa7-4901-8311-86327451ea06,637.27,176.236.227.157,Combschester,disputed,0,2024-10-31 23:08:33
e5f01192-6ee4-4ccd-b674-5eef3588fecb,72fb6a71-9941-4276-878b-a84f80a76f4e,17592.3,42.11.73.47,North Robert,success,1,2024-11-14 14:23:57
d4eb2953-2f6f-42d0-aae6-c98ed455849f,0cde86e7-366d-4bc2-87b2-876c7d0788b6,17221.01,98.16.51.101,Suspicious Location,refunded,1,2024-01-03 20:54:59
d336e65d-750d-411e-a1ed-5df261e205e6,d6c0e626-8e47-4fec-84e5-c91063d3677e,17848.51,148.140.195.245,Suspicious Location,failed,1,2024-08-07 21:44:07
4b4971b1-66cb-488d-8bfd-4eef489a3176,366f05dc-6f6a-48e7-951c-3ae1e8f8fe2a,281.71,86.180.32.189,Suspicious Location,disputed,1,2024-10-20 00:34:03
3f23c25f-789e-44a4-bb35-39dd3de7f716,eb68481d-ec96-440e-b161-6ae90b3ba040,13730.64,198.174.65.6,East Ricardo,success,1,2024-05-21 11:02:26
be913959-f13f-4f4f-900b-c81cf5b2f9f9,f6930184-f467-4cdc-9ae2-5ad6aaf15d90,342.82,75.72.50.64,Suspicious Location,disputed,1,2024-06-12 14:34:38
96226dec-9d43-4408-b0f2-a86d3c6cffdf,bf688851-1d50-4181-a9af-c6951bcafe3e,317.82,15.6.30.101,Port Tinaland,disputed,1,2024-11-01 08:06:47
c924ce9c-7616-4f64-93f2-fddbec63a2c9,85742cf7-b509-4994-8bea-fe9e0b863a3a,329.41,208.20.13.220,Suspicious Location,success,1,2024-01-08 23:15:58
2a8cea42-0f1e-4fd6-8a7a-0778364f1eac,312243ba-520d-48f5-a083-1ac04ce59647,852.95,212.183.252.246,Danielleshire,failed,0,2024-03-22 14:07:34
3b52f407-373f-497d-a7e3-77255d371672,6fdec59a-032b-4fe8-b53d-68ddcf25e5d2,754.94,169.161.123.18,Suspicious Location,failed,1,2024-07-23 22:09:16
2a77d0e5-8a79-44ee-8048-f363c3545fca,fbdcf7cb-9fcf-439e-9783-35182e4477e2,364.69,70.158.37.220,Suspicious Location,failed,1,2024-03-30 01:25:06
cdf44066-2ff3-4195-94ac-9b6e1aa4927e,cbfec1a3-e917-46d3-aee7-8dab8b8d2b26,220.23,100.135.240.11,Suspicious Location,failed,1,2024-03-31 04:59:09
44706360-a160-4884-8807-79c04448e5ed,85c44bf3-dbb3-447b-8efd-0a6e498eaac2,19363.74,140.206.73.249,Wilsonfort,disputed,1,2024-07-02 05:27:33
e1062fc6-4b58-414a-b7c7-b6a4cbad2095,57ab888c-859f-4622-8646-651636099912,12956.76,153.46.219.218,Suspicious Location,refunded,1,2024-02-27 17:31:40
db078f69-0baa-4865-80dc-9f2b4b160b59,cdcc9d31-13db-439d-a942-1f187fcaa818,15625.04,141.141.109.110,Suspicious Location,success,1,2024-05-23 20:47:49
3b972025-7f5b-451d-a3e3-82094fff1095,2df5182c-b6f1-4654-9566-907f0d88d526,12718.71,177.74.109.100,Suspicious Location,refunded,1,2024-10-26 22:52:41
5d7f31b1-fa20-4cb6-90c1-4c83e8f1f60e,7f1232af-6a44-47c8-a6e9-a051c29b5c31,15864.95,58.161.107.22,Michellebury,success,1,2024-04-14 07:01:40
d8f070c6-f4db-403f-b727-7f1011b6009f,09360448-7005-4c6d-a573-302793e92e57,854.8,93.96.37.131,Jillland,success,0,2024-05-13 07:33:58
8c72b41f-c556-4186-96dc-96b4b4304dde,ec3d7df5-eaad-4d0f-801e-9fd66981c362,878.78,10.108.156.122,New Brian,disputed,0,2024-04-03 23:32:01
89be3928-8893-44fa-b342-cc3daf73965b,a5b51154-067c-42de-920b-47b9a4b9e682,220.82,64.26.148.228,Suspicious Location,refunded,1,2024-06-25 13:27:31
33f6d431-f4d3-4b5f-bae1-f34147f5836e,7e403245-171d-4102-a951-436b6d22adcd,18966.78,1.156.206.136,West Annaborough,failed,1,2024-06-11 10:31:21
e35653a5-4ff1-4866-9e4b-cbd804b1053f,f0ce5c9e-261e-4975-a593-d837742101c0,633.96,51.86.238.147,Jillton,failed,0,2024-08-20 00:41:11
2d163eb7-fd40-41f7-96ea-ad020ba57a34,af71183d-a9aa-413c-a855-e921eb919016,282.29,149.24.118.22,Suspicious Location,disputed,1,2024-02-06 20:48:41
4c436b73-4628-4003-a636-f0fcbc7d11ca,e50930f0-47fe-479e-9665-d676477087fa,968.83,170.107.233.7,New Omarhaven,success,1,2024-10-12 18:30:47
aa7918a0-ce9c-4a5d-8db6-3b81f5b7baa7,f93ac145-eb0c-4ee8-a303-ea394e2c8b7f,18329.15,138.52.12.226,Adrianafort,disputed,1,2024-09-15 10:20:48
5b7a784d-6b83-4c7b-871d-6fd9fea6d942,8160c924-7589-401b-870e-759dfe36bb5c,706.88,169.160.240.7,New Jenniferstad,failed,0,2024-03-14 10:37:04
77e123bb-cc68-49f7-8cb4-f87047a14763,502462f0-80c2-47d5-a913-62f0695620df,12944.17,158.78.216.12,Suspicious Location,disputed,1,2024-01-06 00:47:11
7ef90b5f-0b11-4a7c-b6a5-d82b23f6b12a,b15188c8-6067-493f-a986-7064c328a535,14586.03,47.114.17.163,Suspicious Location,disputed,1,2024-11-02 02:21:47
4ba0735a-343c-4383-9db3-703973d2aef5,2f1185a1-fe48-4250-a76a-db07427e7f1e,857.73,135.49.95.117,Suspicious Location,failed,1,2024-02-18 09:53:04
9eecf64f-cc32-47ff-9233-03ff6d6beeb4,b535f775-fe9b-45b8-aa93-4fd6943741d2,296.06,148.251.212.210,Bradleyview,disputed,0,2024-09-12 13:50:58
ffd0e9ff-bed6-4832-b1be-ff8d620b10c3,e2260d64-e7a5-4a62-9694-45d50e68a919,15451.06,49.247.41.213,South Staceyview,success,1,2024-06-20 22:21:02
afa89f01-4e68-4ead-9b3d-a443bd6fa6d4,b50af5f1-83f5-48c1-b7d2-b464b885d000,10381.59,83.158.178.62,North Christopher,failed,1,2024-04-01 17:48:05
754509cf-eb87-4fa1-b99a-92f3ba21f4e8,cdc5f11f-e2da-42a4-b23c-871f6b180b79,13442.07,128.25.146.240,Suspicious Location,success,1,2024-04-01 14:28:41
075f946a-82af-4543-a8ec-57566225b880,f965c52e-87c5-4f3e-861d-7ae1fcf101b3,756.16,83.191.40.191,Alexisberg,success,1,2024-09-29 06:53:58
8948ddf6-e95b-4a47-9d8c-4e1d73bc476a,cf0f8d12-7a54-4be6-a719-1cf19872a727,13806.93,11.215.153.3,Masseyborough,disputed,1,2024-07-29 16:42:23
f2441449-ceb0-4b99-8d32-8b522432aa20,5640493e-4745-4630-9eb2-bc8ececcd4d3,17124.1,10.228.40.231,Briggsberg,failed,1,2024-08-03 03:57:12
c6876f98-a91c-4732-9679-fae59c9c5b9d,10d21b83-756a-44d4-9fad-61eff76b98a3,507.03,128.12.158.148,Charlesville,refunded,0,2024-09-22 00:02:14
761cf682-7499-44ee-907e-950a35a8b87a,3ecc31fb-7457-49ba-b3b8-428e8715c4ad,13352.94,27.170.108.216,Suspicious Location,failed,1,2024-06-03 06:16:17
f6861faf-d383-4209-83e8-22d223935dfe,cb2f1750-0444-4c50-89f2-e0e35bd4284d,744.16,56.253.32.12,Williamside,refunded,0,2024-07-31 09:08:49
6774eb9e-6f43-412f-8ce4-4b2f5d03a55f,9ac1061f-e812-4ff9-bd9a-b3e6a58d24aa,15918.31,126.239.157.160,Suspicious Location,failed,1,2024-02-19 15:27:15
c0e35a02-6dad-488b-b606-14b595a0c552,2f433346-92bb-4081-b1da-040a3625f173,14472.36,47.127.158.15,Suspicious Location,disputed,1,2024-09-22 06:14:58
d29b8cfb-b4e6-4a5a-9575-b8009dbaea96,73ee45fc-a053-4852-abf6-5c8f595e680c,347.29,219.215.115.27,Jasonfort,failed,0,2024-10-29 04:31:02
e4af4f61-ac0c-40fd-8d37-529d85059b15,4b460dbe-5442-4fbc-bbf1-8e668c360fc9,19124.15,15.136.110.117,Jeremymouth,success,1,2024-04-26 13:58:54
d18cfb5e-5d1c-49d2-9f4b-de2ab7ccdb8e,c9f364ca-c476-438e-927e-29ea170f07c1,371.47,61.153.43.140,North Catherinetown,success,0,2024-09-28 18:25:01
9c275afd-2fb4-4497-92f1-a1c4020cfb55,6acb15d1-a311-48e1-855c-d1a37ff9ebf4,16741.18,173.252.52.37,Suspicious Location,success,1,2024-11-11 22:54:25
98e7445f-4e69-4e61-a62c-66c6ccadfbd8,96293722-a246-4add-9f62-7c1700916076,609.32,201.100.87.2,Suspicious Location,refunded,1,2024-11-18 19:42:55
e0d9d715-1729-4dc4-88a5-bc252ebcbab4,0d3b9b98-996e-4254-bdda-823126d8a768,10822.7,223.65.190.72,Suspicious Location,refunded,1,2024-01-04 18:45:06
e89e30c4-1771-4fdc-8f51-1f2d6495d6c3,f94204c0-fef2-4419-9cea-4e36fe1cc24a,173.06,1.195.42.183,Davidshire,disputed,0,2024-01-10 00:07:05
304f2f13-f4ea-4de4-a3aa-f865ca519bbe,a1d90d8f-39d1-4c10-bdc5-e8109c53a5ef,623.22,8.141.199.85,Suspicious Location,success,1,2024-11-20 21:09:53
d6511d5c-055f-46b3-ba26-7d18b3ed92c7,6bc42a6a-034f-49dd-a89d-c2f4f98e0d66,10380.46,184.251.1.39,Suspicious Location,refunded,1,2024-11-12 12:20:16
e85b24ef-3661-43f9-973c-b2cc7d16c582,d55d8f5c-6ec8-4833-ba31-9adcde513070,647.84,39.212.203.133,Suspicious Location,refunded,1,2024-06-22 17:54:52
6dbd5376-01e6-4fcf-a1e2-19a6b5cda0db,25802981-5c70-4d3d-83f7-bc5e450c3471,13363.88,1.118.135.162,Suspicious Location,failed,1,2024-08-15 01:47:37
b872333c-fcda-4ce0-bae6-1e767c214000,63a49bd9-314e-4115-8b5a-f50d16bdca47,753.49,42.126.198.176,Marychester,success,0,2024-05-05 08:07:19
ac77b933-d988-4983-8648-049a2efd04ff,59f08cf4-b5ef-4fe2-8cff-de92a13cab4f,14322.27,148.81.120.19,East Joseph,success,1,2024-10-24 07:20:41
b0b7cd75-19f3-46d5-9291-66bd40fd5b86,a10b1774-13b0-4155-9333-b2c808d2fcd8,171.46,105.224.14.176,Marcustown,refunded,0,2024-09-09 18:59:08
58ee90f7-e50c-4bcb-b238-9f8d4b79b7f4,911209d7-fef5-4f30-a023-015b7ba61923,371.82,5.55.127.32,East Corey,refunded,0,2024-05-25 04:17:15
7cd41539-6e6d-48cf-aa61-fecdfe36a65c,9104e158-fa55-4f1b-8d17-96994e170e0c,640.49,189.105.41.30,Suspicious Location,failed,1,2024-09-23 10:40:06
fc8ca0fc-daa9-4b0a-b7e2-9bb6171d0aea,0a567428-ad7b-4e59-82d1-44d0af29638c,130.64,174.119.178.205,Harrishaven,failed,0,2024-06-25 10:06:52
c07974b8-05c4-47b3-a261-67ded850e864,0cfd7365-4f53-4d73-91e5-fd08d5a59359,14654.18,192.31.58.204,Suspicious Location,success,1,2024-03-15 19:29:45
24dd4245-e020-4cad-8439-4a2ec9f5c12a,0fc6e17f-b1a5-45cc-bcf5-87faf872f4b3,636.07,147.207.98.228,Jeffreyfort,refunded,0,2024-01-27 23:19:15
d47c547b-228f-4982-95dd-0b6d712311de,7c4c0883-1be0-44cf-ba6f-a98a7fde64e1,987.03,109.195.121.189,Suspicious Location,failed,1,2024-07-23 01:03:54
5b1ecb9c-dffc-400d-93cf-31a20cd57cb5,62e71985-6d82-44f5-aff9-1d4285277f92,387.51,136.100.35.84,Suspicious Location,refunded,1,2024-04-13 20:02:07
0620fb87-f9f1-43f8-8c7e-071b11fe82fc,70742f11-7671-4d81-8101-ebbce56fa104,392.92,187.160.154.77,Suspicious Location,disputed,1,2024-01-02 22:13:54
7bcef535-f25f-49f5-853c-eb5703c394fe,661e1f17-467e-45a5-ba0b-7c2b9712c3bf,848.35,56.1.49.56,Riverahaven,success,0,2024-06-24 23:45:43
5b42c48b-1925-49c9-b58e-1307358f953d,ae3bc25f-f4c9-4fbb-aef5-1d299dfc98ea,11216.6,121.201.191.92,Suspicious Location,failed,1,2024-08-20 05:46:08
1ebcbf79-cb5c-4c6a-96bd-ce0bdea7b115,0601b731-1088-465c-9325-96b58fb125dd,17745.73,214.117.167.120,Suspicious Location,success,1,2024-06-20 03:41:24
9d5b7435-34ee-4805-983c-8747c7682b4e,3f306cdd-89e5-4224-94fd-815591526a5a,528.58,28.109.42.81,New Daniel,disputed,0,2024-10-30 08:25:49
f3704dbe-3fd7-4e0c-be2b-ef5f8b914a52,6bc84341-7ba8-4234-9cc1-89e5b7006d58,11117.56,183.104.181.192,Suspicious Location,refunded,1,2024-06-13 19:48:18
6ae21bc8-9279-4c15-a37c-1034def99b4c,8cc34472-b62a-46fa-acf0-f168d6ac2806,17464.34,216.196.254.68,Angelaview,failed,1,2024-10-14 02:10:56
aff3f0ac-2024-4c26-a3d4-773b7f8771a8,1c5520c4-0e66-4c3b-bbeb-0648a7d0a585,958.97,179.29.50.53,Suspicious Location,refunded,1,2024-04-08 01:56:04
b51cb0b1-917c-46bc-af2d-54ecd0cdcb22,6c0d7b61-cc35-4ba3-87b2-9157b03ce9d5,548.04,115.25.208.229,East Matthewville,success,1,2024-04-09 03:17:55
06464b00-a01d-4ae6-9992-7993c12c0b50,ac9721b1-e0ab-4b3a-bd5b-adfe9486cda8,994.31,101.170.215.40,Suspicious Location,success,1,2024-09-14 20:56:27
de113a7b-5c51-46b0-9c7c-6cc9217b1e98,980e57e6-cdbb-4c25-93a4-a21494d6405b,14590.18,120.219.54.176,Suspicious Location,disputed,1,2024-09-27 23:54:33
f3065512-fac6-4faf-870f-f90a59271523,f0030e4f-fc4b-459b-a31b-fa78359c5a8c,423.7,31.234.37.235,Suspicious Location,failed,1,2024-06-11 22:27:51
39467a22-a653-41ed-967f-15c2cde06ae2,523d66dd-13c3-477d-9a5a-3318ea310a62,10540.34,55.161.10.217,Suspicious Location,success,1,2024-07-12 06:44:58
ca6850ff-77b7-437c-87f4-0ec020a7c8a7,0466fb7e-8e65-4b98-b2c6-872eae8a151b,17479.84,77.120.96.226,North John,refunded,1,2024-03-29 10:29:53
75c8d2d6-3142-4c99-b0e3-eff5b98e9ffc,c2ff8c67-361d-4315-9f75-e8e175366da7,404.05,78.71.32.245,South Andrew,refunded,0,2024-09-16 06:18:10
acf82564-6dd7-4c92-8ae0-214958b568a1,f8c13fdb-eebd-4ee4-9c8b-ab2859eefff2,15219.8,20.65.107.112,Suspicious Location,failed,1,2024-10-23 14:52:05
0ce4e46d-fb32-4f63-a449-bb41d59b259c,217ed530-d57c-4b62-a267-a8ea07e66c07,16241.03,21.131.171.89,Williamsland,refunded,1,2024-04-12 22:32:33
5c2bfa4b-9836-49e2-a630-f858a14e791d,90e11f42-d2af-4d9c-a9cd-c9e98c2ca2b9,971.31,176.212.113.195,Patrickshire,disputed,0,2024-08-28 17:10:57
0192428d-ec09-4d6e-82f5-eacb8903b980,4ccb3eb9-aefa-4169-86f8-133f2cc361a9,10795.9,77.160.171.126,Lake Daniel,failed,1,2024-07-08 09:32:29
e37ca303-0160-4705-af00-e67d7f86ca82,59acafab-ddd0-493d-a4c5-db6de585d2d2,610.32,207.150.3.90,New Robert,disputed,1,2024-09-06 00:59:16
f16fde0e-9345-44ef-9035-061f85fe05b2,3f1b6d9a-9515-4076-b4e5-1afd4f08d4fa,12877.73,16.248.222.235,Suspicious Location,success,1,2024-04-03 07:09:48
2fbde525-4ced-407d-a0a9-5a1370d9ffff,946f38ac-273c-47e5-b9dd-ae9ce1417243,936.9,156.171.65.36,Port Aaron,refunded,0,2024-11-06 01:35:06
